"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"12973","queens","Hillcrest","01 One Family Dwellings","1",6861,5,"A5","160-11 Grand Central Pkwy",NA,11432,1,0,1,1840,1280,1935,"1","A5",695000,2023-09-06
"12974","queens","Hillcrest","01 One Family Dwellings","1",7016,8,"A2","8022 166 Street",NA,11432,1,0,1,3000,732,1970,"1","A2",670000,2023-10-24
"12975","queens","Hillcrest","01 One Family Dwellings","1",7019,26,"A1","16813 81st Avenue",NA,11432,1,0,1,4000,1900,2010,"1","A1",1350000,2023-08-31
"12976","queens","Hillcrest","01 One Family Dwellings","1",7024,6,"A1","164-14 81 Avenue",NA,11432,1,0,1,2500,1088,1920,"1","A1",680000,2023-11-15
"12977","queens","Hillcrest","01 One Family Dwellings","1",7039,37,"A5","82-22 165th Street",NA,11432,1,0,1,2392,1352,1930,"1","A5",790000,2023-10-20
"12978","queens","Hillcrest","01 One Family Dwellings","1",7041,61,"A5","82-26 167th St",NA,11432,1,0,1,2300,1433,1940,"1","A5",184300,2023-09-20
"12979","queens","Hillcrest","01 One Family Dwellings","1",7043,68,"A0","82-68 164th Place",NA,11432,1,0,1,5330,1350,1935,"1","A0",950000,2023-07-25
"12980","queens","Hillcrest","01 One Family Dwellings","1",7043,76,"A0","82-84 164th Place",NA,11432,1,0,1,5330,1350,1935,"1","A0",828000,2023-02-14
"12981","queens","Hillcrest","02 Two Family Dwellings","1",6857,14,"B3","80-53 162 Stree",NA,11432,2,0,2,2442,1416,1920,"1","B3",875000,2023-08-31
"12982","queens","Hillcrest","02 Two Family Dwellings","1",7042,25,"B3","82-07 167 St",NA,11432,2,0,2,2100,1224,1940,"1","B3",880000,2023-12-28
"12983","queens","Hillcrest","02 Two Family Dwellings","1",7046,22,"B3","82-63 166th Street",NA,11432,2,0,2,2400,1640,1935,"1","B3",940000,2023-07-27
"12984","queens","Hillcrest","03 Three Family Dwellings","1",7016,97,"C0","80-08 166th Street",NA,11432,3,0,3,2900,3381,1965,"1","C0",1200000,2023-10-24
"12985","queens","Hillcrest","21 Office Buildings","4",6857,69,"O7","80-30 164th Street",NA,11432,0,3,3,6000,3360,1969,"4","O7",1438000,2024-01-31
"12986","queens","Hillcrest","22 Store Buildings","4",6857,67,"K1","80-26 164th Street",NA,11432,0,1,1,3200,1400,1934,"4","K1",1438000,2024-01-31
"12987","queens","Hillcrest","22 Store Buildings","4",7019,5,"K4","168-10-12 Union Turnpike",NA,11366,2,1,3,3600,4800,1946,"4","K4",994000,2023-09-19
"12988","queens","Hollis","01 One Family Dwellings","1",9895,9,"S1","179-03 Jamaica Avenue",NA,11432,1,1,2,2016,2232,1901,"1","S1",850000,2023-03-14
"12989","queens","Hollis","01 One Family Dwellings","1",9899,35,"A1","90-19 181th Street",NA,11423,1,0,1,3616,1430,1925,"1","A1",782000,2023-09-01
"12990","queens","Hollis","01 One Family Dwellings","1",9901,37,"A9","90-18 182nd Place",NA,11423,1,0,1,2200,1488,1920,"1","A9",720000,2023-09-14
"12991","queens","Hollis","01 One Family Dwellings","1",9904,7,"A1","90-11 182nd Place",NA,11423,1,0,1,2500,1272,1920,"1","A1",860000,2023-12-15
"12992","queens","Hollis","01 One Family Dwellings","1",9907,74,"A9","90-21 185th Street",NA,11423,1,0,1,1942,1184,1925,"1","A9",570000,2023-10-10
"12993","queens","Hollis","01 One Family Dwellings","1",9908,48,"A1","90-27 186th Street",NA,11423,1,0,1,2500,1632,1925,"1","A1",785000,2023-04-10
"12994","queens","Hollis","01 One Family Dwellings","1",9921,13,"A1","89-17 182nd Street",NA,11423,1,0,1,2500,1214,1920,"1","A1",795000,2023-08-07
"12995","queens","Hollis","01 One Family Dwellings","1",9923,45,"A1","89-26 184th St",NA,11423,1,0,1,2500,1312,1920,"1","A1",844000,2023-11-30
"12996","queens","Hollis","01 One Family Dwellings","1",9926,37,"A1","89-34 186th Street",NA,11423,1,0,1,2500,1344,1925,"1","A1",740000,2023-05-18
"12997","queens","Hollis","01 One Family Dwellings","1",9928,9,"A1","89-33 187 Street",NA,11423,1,0,1,2458,1344,1920,"1","A1",760000,2023-10-17
"12998","queens","Hollis","01 One Family Dwellings","1",9931,30,"S1","184-12 Hillside Avenue",NA,11432,1,1,2,3566,1746,1925,"1","S1",995000,2023-08-03
"12999","queens","Hollis","01 One Family Dwellings","1",9934,34,"A1","88-20 187th Street",NA,11423,1,0,1,2442,1360,1925,"1","A1",375180,2023-05-26
"13000","queens","Hollis","01 One Family Dwellings","1",10318,18,"A1","178-23 93rd Avenue",NA,11433,1,0,1,2142,1280,1920,"1","A1",725000,2023-11-14
"13001","queens","Hollis","01 One Family Dwellings","1",10345,43,"A2","18329 Babylon Avenue",NA,11412,1,0,1,4000,1325,1945,"1","A2",525000,2023-02-21
"13002","queens","Hollis","01 One Family Dwellings","1",10347,1,"A5","183-05 Dunlop Avenue",NA,11412,1,0,1,3482,988,1945,"1","A5",690000,2023-08-07
"13003","queens","Hollis","01 One Family Dwellings","1",10347,1,"A5","18305 Dunlop Avenue",NA,11412,1,0,1,3482,988,1945,"1","A5",420810,2023-02-27
"13004","queens","Hollis","01 One Family Dwellings","1",10347,34,"A1","183-60 Camden Avenue",NA,11412,1,0,1,4000,2060,1950,"1","A1",630000,2023-07-20
"13005","queens","Hollis","01 One Family Dwellings","1",10347,38,"A2","183-68 Camden Avenue",NA,11412,1,0,1,4000,1188,1950,"1","A2",7e+05,2023-06-26
"13006","queens","Hollis","01 One Family Dwellings","1",10347,86,"A2","183-47 Dunlop Avenue",NA,11412,1,0,1,2200,968,1945,"1","A2",590000,2024-01-16
"13007","queens","Hollis","01 One Family Dwellings","1",10350,20,"A2","185-28 Dunlop Avenue",NA,11412,1,0,1,2200,968,1940,"1","A2",515000,2023-08-23
"13008","queens","Hollis","01 One Family Dwellings","1",10353,155,"A5","18415 Henderson Avenue",NA,11423,1,0,1,1800,1683,1950,"1","A5",620000,2023-08-04
"13009","queens","Hollis","01 One Family Dwellings","1",10353,159,"A5","184-23 Henderson Ave",NA,11423,1,0,1,1850,1683,1950,"1","A5",6e+05,2023-09-19
"13010","queens","Hollis","01 One Family Dwellings","1",10361,10,"A5","102-43 183rd Place",NA,11423,1,0,1,1800,1224,1950,"1","A5",487000,2023-02-28
"13011","queens","Hollis","01 One Family Dwellings","1",10365,27,"S1","102-34 187 Street",NA,11423,1,1,2,2740,1980,1940,"1","S1",550000,2023-04-04
"13012","queens","Hollis","01 One Family Dwellings","1",10366,25,"A5","102-30 188th Street",NA,11423,1,0,1,2000,1120,1940,"1","A5",530000,2023-04-04
"13013","queens","Hollis","01 One Family Dwellings","1",10366,148,"A5","102-37 187th Street",NA,11423,1,0,1,2000,1120,1940,"1","A5",390000,2023-12-14
"13014","queens","Hollis","01 One Family Dwellings","1",10366,156,"A5","102-23 187th Street",NA,11423,1,0,1,2000,1320,1940,"1","A5",550000,2023-03-28
"13015","queens","Hollis","01 One Family Dwellings","1",10367,150,"A5","102-29 188th Street",NA,11423,1,0,1,2000,1120,1940,"1","A5",16000,2023-05-20
"13016","queens","Hollis","01 One Family Dwellings","1",10368,252,"A1","102-11 189th Street",NA,11423,1,0,1,4284,1534,1925,"1","A1",30000,2023-03-14
"13017","queens","Hollis","01 One Family Dwellings","1",10376,20,"A1","188-16 Ludlum Avenue",NA,11412,1,0,1,3000,1290,1905,"1","A1",531800,2023-05-24
"13018","queens","Hollis","01 One Family Dwellings","1",10376,30,"A1","105-20 189th Street",NA,11412,1,0,1,3100,1536,1925,"1","A1",455000,2023-07-26
"13019","queens","Hollis","01 One Family Dwellings","1",10376,30,"A1","105-20 189th Street",NA,11412,1,0,1,3100,1536,1925,"1","A1",6e+05,2023-11-10
"13020","queens","Hollis","01 One Family Dwellings","1",10378,9,"A1","105-41 189th Street",NA,11412,1,0,1,2844,1776,1925,"1","A1",565000,2023-03-17
"13021","queens","Hollis","01 One Family Dwellings","1",10445,9,"A1","90-21 189th Street",NA,11423,1,0,1,5000,1851,1920,"1","A1",1e+05,2023-09-01
"13022","queens","Hollis","01 One Family Dwellings","1",10448,1,"A1","192-08 90th Avenue",NA,11423,1,0,1,4800,2400,2022,"1","A1",1250000,2023-12-01
"13023","queens","Hollis","01 One Family Dwellings","1",10456,16,"A1","191-16 Hillside Avenue",NA,11423,1,0,1,4200,2096,2020,"1","A1",1265000,2023-06-02
"13024","queens","Hollis","01 One Family Dwellings","1",10456,18,"A1","N/A Hillside Avenue",NA,11423,1,0,1,3800,1912,2020,"1","A1",1323725,2023-05-05
"13025","queens","Hollis","01 One Family Dwellings","1",10463,43,"A2","89-48 196th Street",NA,11423,1,0,1,6650,1507,1925,"1","A2",895000,2023-08-21
"13026","queens","Hollis","01 One Family Dwellings","1",10465,27,"A5","9024 197th Street",NA,11423,1,0,1,2214,1328,1930,"1","A5",590000,2023-03-20
"13027","queens","Hollis","01 One Family Dwellings","1",10466,36,"A2","90-03 197th Street",NA,11423,1,0,1,7500,1140,1950,"1","A2",995000,2023-03-30
"13028","queens","Hollis","01 One Family Dwellings","1",10466,53,"A1","9026 198 Street",NA,11423,1,0,1,3125,1152,1925,"1","A1",770000,2023-05-05
"13029","queens","Hollis","01 One Family Dwellings","1",10468,24,"A1","196-15 89th Road",NA,11423,1,0,1,4500,1596,1920,"1","A1",825000,2023-09-15
"13030","queens","Hollis","01 One Family Dwellings","1",10471,47,"A1","88-21 196th Street",NA,11423,1,0,1,8750,2046,1901,"1","A1",905000,2023-12-20
"13031","queens","Hollis","01 One Family Dwellings","1",10478,65,"A1","93-55 204th Street",NA,11423,1,0,1,1820,1536,1930,"1","A1",730000,2023-10-05
"13032","queens","Hollis","01 One Family Dwellings","1",10482,21,"A1","90-23 199th Street",NA,11423,1,0,1,2400,1264,1920,"1","A1",785000,2023-04-19
"13033","queens","Hollis","01 One Family Dwellings","1",10482,57,"A1","90-50 201st Street",NA,11423,1,0,1,2000,1230,1920,"1","A1",740000,2023-08-22
"13034","queens","Hollis","01 One Family Dwellings","1",10483,70,"A1","90-70 202nd Street",NA,11423,1,0,1,2600,1280,1920,"1","A1",730000,2023-12-22
"13035","queens","Hollis","01 One Family Dwellings","1",10484,95,"A1","90-23 202nd Street",NA,11423,1,0,1,2400,1568,1925,"1","A1",766500,2023-04-17
"13036","queens","Hollis","01 One Family Dwellings","1",10486,43,"A1","90-15 205 Street",NA,11423,1,0,1,3342,1080,1930,"1","A1",555000,2023-12-18
"13037","queens","Hollis","01 One Family Dwellings","1",10486,59,"A1","90-49 205th Street",NA,11423,1,0,1,3342,1152,1930,"1","A1",750000,2023-12-29
"13038","queens","Hollis","01 One Family Dwellings","1",10486,68,"A1","90-69 205th Street",NA,11423,1,0,1,2600,1088,1930,"1","A1",645000,2023-07-14
"13039","queens","Hollis","01 One Family Dwellings","1",10488,16,"A1","89-17 199th Street",NA,11423,1,0,1,4000,1262,1920,"1","A1",546740,2023-09-21
"13040","queens","Hollis","01 One Family Dwellings","1",10491,85,"A1","89-09 204 Street",NA,11423,1,0,1,2300,1184,1925,"1","A1",702500,2024-01-18
"13041","queens","Hollis","01 One Family Dwellings","1",10494,121,"A1","88-11 199th Street",NA,11423,1,0,1,2500,1300,1925,"1","A1",780000,2023-06-01
"13042","queens","Hollis","01 One Family Dwellings","1",10494,141,"A1","88-28 201st Street",NA,11423,1,0,1,2000,1341,1925,"1","A1",710000,2023-04-11
"13043","queens","Hollis","01 One Family Dwellings","1",10495,34,"A1","88-43 201st Street",NA,11423,1,0,1,2458,1277,1925,"1","A1",790000,2023-02-03
"13044","queens","Hollis","01 One Family Dwellings","1",10496,32,"A1","88-47 202nd Street",NA,11423,1,0,1,2400,1264,1920,"1","A1",790000,2023-08-25
"13045","queens","Hollis","01 One Family Dwellings","1",10496,39,"A1","88-29 202nd Street",NA,11423,1,0,1,2400,1264,1920,"1","A1",642000,2023-02-15
"13046","queens","Hollis","01 One Family Dwellings","1",10541,3,"S1","20815 Jamaica Avenue",NA,11428,1,1,2,1920,2116,1931,"1","S1",775000,2023-05-17
"13047","queens","Hollis","01 One Family Dwellings","1",10542,13,"A1","94-13 209th Street",NA,11428,1,0,1,2600,1088,1925,"1","A1",765000,2023-12-08
"13048","queens","Hollis","01 One Family Dwellings","1",10544,46,"A1","94-07 210th Street",NA,11428,1,0,1,2716,1620,1935,"1","A1",770000,2023-08-30
"13049","queens","Hollis","01 One Family Dwellings","1",10545,82,"A1","94-19 211st St",NA,11428,1,0,1,2820,1474,1925,"1","A1",730000,2023-12-15
"13050","queens","Hollis","01 One Family Dwellings","1",10550,31,"A1","93-25 209th Street",NA,11428,1,0,1,2600,1120,1930,"1","A1",760000,2023-12-14
"13051","queens","Hollis","01 One Family Dwellings","1",10550,45,"A1","93-08 210th Street",NA,11428,1,0,1,2800,1800,1940,"1","A1",210000,2023-10-24
"13052","queens","Hollis","01 One Family Dwellings","1",10554,78,"A1","93-01 211 Street",NA,11428,1,0,1,2781,1926,1920,"1","A1",110000,2023-08-11
"13053","queens","Hollis","01 One Family Dwellings","1",10554,78,"A1","93-01 211 Street",NA,11428,1,0,1,2781,1926,1920,"1","A1",430000,2023-08-24
"13054","queens","Hollis","01 One Family Dwellings","1",10555,6,"A1","93-41 Hollis Court Blvd",NA,11428,1,0,1,4284,1584,1925,"1","A1",750000,2023-12-29
"13055","queens","Hollis","01 One Family Dwellings","1",10556,29,"A5","9021 Francis Lewis Blvd",NA,11428,1,0,1,2000,1504,1935,"1","A5",689000,2023-02-24
"13056","queens","Hollis","01 One Family Dwellings","1",10557,20,"A1","90-33 207th Street",NA,11428,1,0,1,2300,1164,1925,"1","A1",7e+05,2023-04-05
"13057","queens","Hollis","01 One Family Dwellings","1",10558,17,"A1","90-37 208th Street",NA,11428,1,0,1,2300,1048,1935,"1","A1",570000,2024-01-19
"13058","queens","Hollis","01 One Family Dwellings","1",10559,12,"A1","90-47 209th Street",NA,11428,1,0,1,2800,1152,1935,"1","A1",7e+05,2023-04-27
"13059","queens","Hollis","01 One Family Dwellings","1",10559,13,"A1","90-43 209th Street",NA,11428,1,0,1,2800,1152,1935,"1","A1",695000,2023-02-17
"13060","queens","Hollis","01 One Family Dwellings","1",10562,38,"A1","91-08 211th Street",NA,11428,1,0,1,2800,1344,1925,"1","A1",750000,2023-09-25
"13061","queens","Hollis","01 One Family Dwellings","1",10567,20,"A1","91-15 Hollis Court Blvd",NA,11428,1,0,1,5000,2286,1925,"1","A1",1050000,2023-08-10
"13062","queens","Hollis","01 One Family Dwellings","1",10567,56,"A1","92-32 212th Street",NA,11428,1,0,1,4000,1432,1910,"1","A1",9e+05,2023-12-22
"13063","queens","Hollis","01 One Family Dwellings","1",10574,20,"A5","89-31 209th Street",NA,11427,1,0,1,2000,1360,1940,"1","A5",650000,2023-12-04
"13064","queens","Hollis","01 One Family Dwellings","1",10575,10,"A1","89-61 210th Street",NA,11427,1,0,1,2800,1800,1930,"1","A1",670000,2023-10-04
"13065","queens","Hollis","01 One Family Dwellings","1",10575,25,"A1","89-29 210th Street",NA,11427,1,0,1,2800,1800,1930,"1","A1",790000,2023-06-30
"13066","queens","Hollis","01 One Family Dwellings","1",10576,30,"A1","8925 210th Place",NA,11427,1,0,1,2800,1620,1930,"1","A1",549855,2023-08-22
"13067","queens","Hollis","01 One Family Dwellings","1",10576,30,"A1","8925 210th Place",NA,11427,1,0,1,2800,1620,1930,"1","A1",591500,2023-07-17
"13068","queens","Hollis","01 One Family Dwellings","1",10578,4,"A1","89-81 Hollis Ct. Blvd",NA,11427,1,0,1,4200,1200,1935,"1","A1",745000,2023-10-30
"13069","queens","Hollis","01 One Family Dwellings","1",10578,12,"A1","89-61 Hollis Court Boulevard",NA,11427,1,0,1,4200,1328,1935,"1","A1",577500,2023-11-09
"13070","queens","Hollis","01 One Family Dwellings","1",10581,48,"A5","88-21 Francis Lewis Blvd",NA,11427,1,0,1,2000,1536,1940,"1","A5",585000,2023-02-07
"13071","queens","Hollis","01 One Family Dwellings","1",10815,32,"A1","97-08 190th St",NA,11423,1,0,1,1702,1152,1925,"1","A1",550000,2023-04-12
"13072","queens","Hollis","01 One Family Dwellings","1",10817,5,"A5","190-12 Woodhull Avenue",NA,11423,1,0,1,3875,1376,1920,"1","A5",104000,2023-08-15
"13073","queens","Hollis","01 One Family Dwellings","1",10829,70,"A9","94-32 199th Street",NA,11423,1,0,1,2675,2500,1920,"1","A9",6e+05,2023-05-02
"13074","queens","Hollis","01 One Family Dwellings","1",10829,80,"A1","9452 199th Street",NA,11423,1,0,1,2640,1248,1920,"1","A1",660000,2023-06-27
"13075","queens","Hollis","01 One Family Dwellings","1",10829,88,"A1","94-72 199th Street",NA,11423,1,0,1,2640,1248,1920,"1","A1",861218,2023-12-20
"13076","queens","Hollis","01 One Family Dwellings","1",10841,14,"A5","99-02 195 Street",NA,11423,1,0,1,1400,1280,1940,"1","A5",725000,2024-01-05
"13077","queens","Hollis","01 One Family Dwellings","1",10841,14,"A5","99-02 195th Street",NA,11423,1,0,1,1400,1280,1940,"1","A5",460000,2023-02-22
"13078","queens","Hollis","01 One Family Dwellings","1",10841,27,"A1","194-11 100th Avenue",NA,11423,1,0,1,5000,1564,1935,"1","A1",760000,2023-02-08
"13079","queens","Hollis","01 One Family Dwellings","1",10845,8,"A5","99-04 199th St",NA,11423,1,0,1,2500,960,1960,"1","A5",645000,2023-03-29
"13080","queens","Hollis","01 One Family Dwellings","1",10845,9,"A5","99-08 199th Street",NA,11423,1,0,1,2500,960,1960,"1","A5",544418,2023-10-16
"13081","queens","Hollis","01 One Family Dwellings","1",10845,12,"A0","99-12 199th Street",NA,11423,1,0,1,4500,1190,1950,"1","A0",770000,2023-06-12
"13082","queens","Hollis","01 One Family Dwellings","1",10849,34,"A1","99-15 202nd Street",NA,11423,1,0,1,2400,1264,1930,"1","A1",660000,2023-10-18
"13083","queens","Hollis","01 One Family Dwellings","1",10854,41,"B3","206-11 100th Avenue",NA,11429,2,0,2,4000,2380,1930,"1","A1",1267000,2023-07-31
"13084","queens","Hollis","01 One Family Dwellings","1",10855,21,"A0","99-03 207th Street",NA,11429,1,0,1,5000,1020,1945,"1","A0",710000,2023-06-30
"13085","queens","Hollis","01 One Family Dwellings","1",10855,35,"A9","99-20 208th Street",NA,11429,1,0,1,4242,2134,1930,"1","A9",640000,2023-03-30
"13086","queens","Hollis","01 One Family Dwellings","1",10856,41,"A1","208-15 100th Avenue",NA,11429,1,0,1,4000,1760,1925,"1","A1",630000,2023-10-19
"13087","queens","Hollis","01 One Family Dwellings","1",10859,1,"A9","103-17 Farmers Boulevard",NA,11423,1,0,1,6479,2376,1950,"1","A9",850000,2023-04-03
"13088","queens","Hollis","01 One Family Dwellings","1",10859,29,"A1","190-48 103rd Avenue",NA,11423,1,0,1,4000,1630,1920,"1","A1",650000,2023-09-19
"13089","queens","Hollis","01 One Family Dwellings","1",10859,56,"A1","191-11 104th Avenue",NA,11412,1,0,1,6000,2400,1995,"1","A1",1007147,2023-11-14
"13090","queens","Hollis","01 One Family Dwellings","1",10861,29,"A1","194-06 100th Avenue",NA,11423,1,0,1,3500,1520,1930,"1","A1",865000,2023-11-29
"13091","queens","Hollis","01 One Family Dwellings","1",10862,22,"B3","100-03 195th Street",NA,11423,2,0,2,5000,2222,1925,"1","A1",1164000,2023-08-08
"13092","queens","Hollis","01 One Family Dwellings","1",10865,21,"A1","100-36 199th Street",NA,11423,1,0,1,5000,1608,1935,"1","A1",7e+05,2023-12-15
"13093","queens","Hollis","01 One Family Dwellings","1",10868,27,"A1","100-42 202nd Street",NA,11423,1,0,1,2000,956,1925,"1","A1",726835,2023-08-24
"13094","queens","Hollis","01 One Family Dwellings","1",10868,46,"A1","100-41 201st Street",NA,11423,1,0,1,4000,1784,1925,"1","A1",645000,2023-10-17
"13095","queens","Hollis","01 One Family Dwellings","1",10872,4,"A1","100-01 205 Street",NA,11423,1,0,1,3600,2016,1925,"1","A1",850000,2023-06-27
"13096","queens","Hollis","01 One Family Dwellings","1",10874,12,"A1","100-12 207th Street",NA,11429,1,0,1,4000,1200,1925,"1","A1",650000,2023-05-15
"13097","queens","Hollis","01 One Family Dwellings","1",10875,20,"A1","100-28 208th Street",NA,11429,1,0,1,4000,1745,1925,"1","A1",453000,2023-08-29
"13098","queens","Hollis","01 One Family Dwellings","1",10876,50,"A1","208-05 104th Avenue",NA,11429,1,0,1,4000,1236,1920,"1","A1",450000,2023-05-12
"13099","queens","Hollis","01 One Family Dwellings","1",10877,75,"A1","100-01 Bellaire Place",NA,11429,1,0,1,2920,1560,1920,"1","A1",6e+05,2023-06-09
"13100","queens","Hollis","01 One Family Dwellings","1",10881,8,"A1","104-29 Farmers Boulevard",NA,11412,1,0,1,3889,1440,1930,"1","A1",740000,2023-05-02
"13101","queens","Hollis","01 One Family Dwellings","1",10887,24,"A1","104-33 193rd Street",NA,11412,1,0,1,4000,1748,1940,"1","A1",730000,2023-07-06
"13102","queens","Hollis","01 One Family Dwellings","1",10891,15,"A1","104-20 196th Street",NA,11412,1,0,1,4000,2016,1930,"1","A1",708050,2023-10-18
"13103","queens","Hollis","01 One Family Dwellings","1",10892,39,"A1","104-35 196th Street",NA,11412,1,0,1,4000,1984,1925,"1","A1",785000,2024-01-11
"13104","queens","Hollis","01 One Family Dwellings","1",10893,17,"A1","104-24 198th Street",NA,11412,1,0,1,4000,1586,1930,"1","A1",8e+05,2023-10-06
"13105","queens","Hollis","01 One Family Dwellings","1",10894,49,"A1","104-11 198th Street",NA,11412,1,0,1,4000,1740,1935,"1","A1",690000,2024-01-05
"13106","queens","Hollis","01 One Family Dwellings","1",10895,43,"A1","104-27 199th Street",NA,11412,1,0,1,3042,1620,1930,"1","A1",650000,2023-02-03
"13107","queens","Hollis","01 One Family Dwellings","1",10896,39,"A2","104-37 200th Street",NA,11412,1,0,1,4000,1175,1950,"1","A2",515000,2023-08-17
"13108","queens","Hollis","01 One Family Dwellings","1",10900,10,"A1","109-08 201st Street",NA,11412,1,0,1,3200,1692,1935,"1","A1",541000,2023-11-30
"13109","queens","Hollis","01 One Family Dwellings","1",10902,28,"A5","202-19 109 Ave",NA,11412,1,0,1,2000,1496,1945,"1","A5",568041,2023-07-06
"13110","queens","Hollis","01 One Family Dwellings","1",10903,1,"A1","203-02 104th Avenue",NA,11412,1,0,1,3000,1825,1925,"1","A1",620000,2023-12-29
"13111","queens","Hollis","01 One Family Dwellings","1",10904,46,"A1","104-19 204th Street",NA,11412,1,0,1,3200,1802,1920,"1","A1",516000,2024-01-02
"13112","queens","Hollis","01 One Family Dwellings","1",10908,39,"A1","104-39 205th Street",NA,11412,1,0,1,3300,1480,1920,"1","A1",5e+05,2023-03-30
"13113","queens","Hollis","01 One Family Dwellings","1",10912,8,"A5","109-06 Francis Lewis Boulevard",NA,11429,1,0,1,1600,1480,1940,"1","A5",498200,2023-03-10
"13114","queens","Hollis","01 One Family Dwellings","1",10914,22,"A1","104-32 208th St",NA,11429,1,0,1,6000,1568,1930,"1","A1",651000,2023-02-14
"13115","queens","Hollis","01 One Family Dwellings","1",10914,29,"A0","207-15 109th Avenue",NA,11429,1,0,1,4000,1283,1950,"1","A0",675000,2023-05-03
"13116","queens","Hollis","01 One Family Dwellings","1",10915,23,"A1","104-34 209th Street",NA,11429,1,0,1,3300,1888,1925,"1","A1",557838,2023-04-12
"13117","queens","Hollis","01 One Family Dwellings","1",10916,18,"A1","10439 209th St",NA,11429,1,0,1,3243,1216,1925,"1","A1",660000,2023-09-12
"13118","queens","Hollis","01 One Family Dwellings","1",10916,111,"A1","104-28 210th Street",NA,11429,1,0,1,3200,1280,1925,"1","A1",720000,2023-12-07
"13119","queens","Hollis","01 One Family Dwellings","1",10917,25,"A5","207-19 Hollis Avenue",NA,11429,1,0,1,1780,1449,1950,"1","A5",565000,2023-12-07
"13120","queens","Hollis","01 One Family Dwellings","1",10917,41,"A0","109-25 207th Street",NA,11429,1,0,1,4000,1155,1950,"1","A0",7e+05,2023-09-06
"13121","queens","Hollis","01 One Family Dwellings","1",10917,45,"A1","109-15 207th Street",NA,11429,1,0,1,4000,1401,1930,"1","A1",810000,2023-02-01
"13122","queens","Hollis","01 One Family Dwellings","1",10918,24,"A1","10926 209 St",NA,11429,1,0,1,4000,1584,1935,"1","A1",460000,2024-01-19
"13123","queens","Hollis","01 One Family Dwellings","1",10918,30,"A5","208-11 Hollis Avenue",NA,11429,1,0,1,2718,1831,1945,"1","A5",7e+05,2023-05-30
"13124","queens","Hollis","01 One Family Dwellings","1",10922,94,"A1","104-19 211th Street",NA,11429,1,0,1,4000,1416,1920,"1","A1",650000,2023-09-15
"13125","queens","Hollis","02 Two Family Dwellings","1",9895,8,"S2","17905 Jamaica Ave",NA,11432,2,1,3,2016,2196,1901,"1","S2",830000,2023-04-26
"13126","queens","Hollis","02 Two Family Dwellings","1",9895,53,"B2","179-16 90th Avenue",NA,11432,2,0,2,2448,2352,1925,"1","B2",1150000,2023-08-11
"13127","queens","Hollis","02 Two Family Dwellings","1",9900,8,"S2","182-05 Jamaica Avenue",NA,11423,2,1,3,2320,2360,1915,"1","S2",670000,2023-08-04
"13128","queens","Hollis","02 Two Family Dwellings","1",9903,70,"B3","91-36 184th Street",NA,11423,2,0,2,3000,1660,1910,"1","B3",8e+05,2023-05-15
"13129","queens","Hollis","02 Two Family Dwellings","1",9903,74,"B3","183-27 Jamaica Avenue",NA,11423,2,0,2,1840,1480,1915,"1","B3",780000,2023-10-05
"13130","queens","Hollis","02 Two Family Dwellings","1",9904,43,"B3","9007 183rd Street",NA,11423,2,0,2,5000,1536,1930,"1","B3",250000,2023-07-31
"13131","queens","Hollis","02 Two Family Dwellings","1",9905,87,"B3","90-36 184th Place",NA,11423,2,0,2,2500,1472,1920,"1","B3",785000,2023-09-26
"13132","queens","Hollis","02 Two Family Dwellings","1",9908,31,"B3","90-37 186th Street",NA,11423,2,0,2,2575,1376,1925,"1","B3",799000,2024-01-23
"13133","queens","Hollis","02 Two Family Dwellings","1",9913,13,"B2","88-15 178 Street",NA,11432,2,0,2,4000,2565,1915,"1","B2",989600,2023-02-21
"13134","queens","Hollis","02 Two Family Dwellings","1",9913,64,"B3","178-19 90th Avenue",NA,11432,2,0,2,2214,1452,1920,"1","B3",139900,2024-01-03
"13135","queens","Hollis","02 Two Family Dwellings","1",9921,26,"B2","89-04 182 Place",NA,11423,2,0,2,2158,1890,1920,"1","B2",770000,2023-07-27
"13136","queens","Hollis","02 Two Family Dwellings","1",9921,26,"B2","89-04 182 Place",NA,11423,2,0,2,2158,1890,1920,"1","B2",1100000,2023-12-18
"13137","queens","Hollis","02 Two Family Dwellings","1",9922,50,"B3","89-38 183rd Street",NA,11423,2,0,2,2500,1368,1925,"1","B3",850000,2023-02-10
"13138","queens","Hollis","02 Two Family Dwellings","1",9934,7,"B3","88-35 186th Street",NA,11423,2,0,2,2425,1360,1925,"1","B3",255000,2023-07-18
"13139","queens","Hollis","02 Two Family Dwellings","1",9934,7,"B3","8835 186 Street",NA,11423,2,0,2,2425,1360,1925,"1","B3",560000,2023-09-06
"13140","queens","Hollis","02 Two Family Dwellings","1",10362,20,"B1","102-25 184th Street",NA,11423,2,0,2,2000,1200,1935,"1","B1",740000,2023-05-05
"13141","queens","Hollis","02 Two Family Dwellings","1",10368,58,"B2","104-04 Farmers Boulevard",NA,11412,2,0,2,2832,1756,1925,"1","B2",550000,2023-06-02
"13142","queens","Hollis","02 Two Family Dwellings","1",10373,16,"B3","187-10 104th Avenue",NA,11412,2,0,2,4000,2182,1920,"1","B3",990000,2023-11-02
