"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"13143","queens","Hollis","02 Two Family Dwellings","1",10375,6,"B3","188-04 104th Avenue",NA,11412,2,0,2,6000,1930,1925,"1","B3",790000,2023-02-22
"13144","queens","Hollis","02 Two Family Dwellings","1",10377,17,"B2","189-18 104th Avenue",NA,11412,2,0,2,5885,1506,1950,"1","B2",935000,2023-03-20
"13145","queens","Hollis","02 Two Family Dwellings","1",10451,34,"B3","89-36 190th Street",NA,11423,2,0,2,6000,2558,1920,"1","B3",1150000,2024-01-10
"13146","queens","Hollis","02 Two Family Dwellings","1",10466,29,"B3","9021 197 St",NA,11423,2,0,2,5882,2012,1925,"1","B3",835000,2023-03-14
"13147","queens","Hollis","02 Two Family Dwellings","1",10466,124,"B2","197-15 91st Road",NA,11423,2,0,2,3576,1936,1920,"1","B2",661855,2023-03-28
"13148","queens","Hollis","02 Two Family Dwellings","1",10468,30,"B1","89-11 196th Street",NA,11423,2,0,2,4125,2200,1955,"1","B1",675000,2023-03-10
"13149","queens","Hollis","02 Two Family Dwellings","1",10471,40,"B1","196-07 89 Avenue",NA,11423,2,0,2,3312,2376,1965,"1","B1",995000,2023-12-18
"13150","queens","Hollis","02 Two Family Dwellings","1",10471,49,"B1","88-17 196th Street",NA,11423,2,0,2,8750,2436,1965,"1","B1",999000,2023-09-21
"13151","queens","Hollis","02 Two Family Dwellings","1",10472,13,"S2","197-26 Hillside Avenue",NA,11423,2,1,3,2548,2880,1965,"1","S2",1170000,2023-11-07
"13152","queens","Hollis","02 Two Family Dwellings","1",10478,46,"B3","93-03 204th Street",NA,11423,2,0,2,2900,1168,1925,"1","B3",379500,2023-10-12
"13153","queens","Hollis","02 Two Family Dwellings","1",10480,63,"B3","9332 Francis Lewis Blvd",NA,11428,2,0,2,2500,1216,1925,"1","B3",775000,2023-05-31
"13154","queens","Hollis","02 Two Family Dwellings","1",10491,9,"B3","89-36 205th Street",NA,11423,2,0,2,3400,1152,1925,"1","B3",825000,2023-07-28
"13155","queens","Hollis","02 Two Family Dwellings","1",10498,28,"B3","88-49 205th Street",NA,11423,2,0,2,3400,1700,1930,"1","B3",9e+05,2023-12-01
"13156","queens","Hollis","02 Two Family Dwellings","1",10498,42,"B3","88-11 205 Street",NA,11423,2,0,2,3400,1152,1930,"1","B3",720000,2023-12-05
"13157","queens","Hollis","02 Two Family Dwellings","1",10498,62,"B3","88-22 Francis Lewis Boulevard",NA,11427,2,0,2,2000,1648,1935,"1","B3",657500,2023-09-08
"13158","queens","Hollis","02 Two Family Dwellings","1",10541,8,"S2","208-05 Jamaica Avenue",NA,11428,2,1,3,2029,2000,1931,"1","S2",775000,2023-05-17
"13159","queens","Hollis","02 Two Family Dwellings","1",10545,3,"S2","211-13 Jamaica Avenue",NA,11428,2,1,3,2064,2640,1931,"1","S2",6e+05,2023-05-31
"13160","queens","Hollis","02 Two Family Dwellings","1",10545,95,"S2","211-07 Jamaica Avenue",NA,11428,2,1,3,1335,2272,1939,"1","S2",860000,2023-09-14
"13161","queens","Hollis","02 Two Family Dwellings","1",10547,29,"B3","93-39 Francis Lewis Blvd",NA,11428,2,0,2,2500,1216,1935,"1","B3",765000,2023-08-31
"13162","queens","Hollis","02 Two Family Dwellings","1",10558,54,"B3","90-28 209th Street",NA,11428,2,0,2,2400,1216,1925,"1","B3",740000,2023-04-12
"13163","queens","Hollis","02 Two Family Dwellings","1",10829,37,"B9","198-38 Carpenter Avenue",NA,11423,2,0,2,3735,2216,1960,"1","B9",714000,2023-12-06
"13164","queens","Hollis","02 Two Family Dwellings","1",10841,8,"S2","194-02 99th Avenue",NA,11423,2,1,3,1758,2210,1930,"1","S2",3e+05,2023-06-01
"13165","queens","Hollis","02 Two Family Dwellings","1",10841,20,"B3","99-16 195th Street",NA,11423,2,0,2,4000,2124,1910,"1","B3",810000,2023-09-11
"13166","queens","Hollis","02 Two Family Dwellings","1",10847,31,"B3","99-15 200th Street",NA,11423,2,0,2,4000,2831,1940,"1","B3",580000,2023-05-12
"13167","queens","Hollis","02 Two Family Dwellings","1",10847,35,"B3","9905 200th Street",NA,11423,2,0,2,4250,1590,1930,"1","B3",7e+05,2023-03-06
"13168","queens","Hollis","02 Two Family Dwellings","1",10849,17,"B3","99-22 203rd Street",NA,11423,2,0,2,2500,1424,1930,"1","B3",880000,2023-07-10
"13169","queens","Hollis","02 Two Family Dwellings","1",10850,18,"B3","203-19 100th Avenue",NA,11423,2,0,2,3800,1742,1935,"1","B3",725000,2023-03-15
"13170","queens","Hollis","02 Two Family Dwellings","1",10860,4,"B3","192-57 Hollis Avenue",NA,11423,2,0,2,4590,2225,1920,"1","B3",720000,2023-06-06
"13171","queens","Hollis","02 Two Family Dwellings","1",10861,131,"B2","194-12 100th Avenue",NA,11423,2,0,2,2340,1932,2006,"1","B2",6e+05,2024-01-05
"13172","queens","Hollis","02 Two Family Dwellings","1",10862,39,"B2","100-26 196th Street",NA,11423,2,0,2,3000,1878,2007,"1","B2",905000,2023-11-06
"13173","queens","Hollis","02 Two Family Dwellings","1",10865,12,"B2","10012 199 Street",NA,11423,2,0,2,3000,1800,2019,"1","B2",9e+05,2023-06-14
"13174","queens","Hollis","02 Two Family Dwellings","1",10865,13,"B2","100-14 199 Street",NA,11423,2,0,2,3000,1800,2019,"1","B2",967338,2023-04-26
"13175","queens","Hollis","02 Two Family Dwellings","1",10867,43,"B2","100-49 200th Street",NA,11423,2,0,2,2500,2523,2005,"1","B2",915000,2023-04-11
"13176","queens","Hollis","02 Two Family Dwellings","1",10873,25,"B9","100-40 Francis Lewis Blvd",NA,11429,2,0,2,1760,1669,1940,"1","B9",750000,2023-09-22
"13177","queens","Hollis","02 Two Family Dwellings","1",10880,43,"B2","211-36 99th Avenue",NA,11429,2,0,2,1560,1300,1915,"1","B2",650000,2023-11-21
"13178","queens","Hollis","02 Two Family Dwellings","1",10894,7,"B3","198-14 104th Avenue",NA,11412,2,0,2,4000,2374,1935,"1","B3",1225000,2023-10-13
"13179","queens","Hollis","02 Two Family Dwellings","1",10894,47,"B2","104-15 198th Street",NA,11412,2,0,2,4000,2616,NA,"1","B2",999999,2023-10-02
"13180","queens","Hollis","02 Two Family Dwellings","1",10896,34,"B3","200-03 109th Avenue",NA,11412,2,0,2,6000,2220,1930,"1","B3",775000,2023-10-02
"13181","queens","Hollis","02 Two Family Dwellings","1",10896,53,"B3","104-11 200th Street",NA,11412,2,0,2,4000,1665,1930,"1","B3",658605,2023-08-07
"13182","queens","Hollis","02 Two Family Dwellings","1",10897,23,"B3","104-32 202nd Street",NA,11412,2,0,2,2975,1479,1930,"1","B3",685000,2023-05-03
"13183","queens","Hollis","02 Two Family Dwellings","1",10901,4,"B3","201-08 109th Ave",NA,11412,2,0,2,3000,1396,1935,"1","B3",850000,2023-03-24
"13184","queens","Hollis","02 Two Family Dwellings","1",10902,11,"B3","104-12 203rd Street",NA,11412,2,0,2,3000,1772,1925,"1","B3",561000,2023-03-31
"13185","queens","Hollis","02 Two Family Dwellings","1",10902,34,"B3","202-07 109th Avenue",NA,11412,2,0,2,2000,1496,1945,"1","B3",650000,2023-09-15
"13186","queens","Hollis","02 Two Family Dwellings","1",10920,59,"B3","104-39 210th Street",NA,11429,2,0,2,3300,1558,1930,"1","B3",270000,2023-03-30
"13187","queens","Hollis","03 Three Family Dwellings","1",9911,24,"C0","187-12 90th Ave",NA,11423,3,0,3,2385,2850,2005,"1","C0",811410,2023-12-31
"13188","queens","Hollis","03 Three Family Dwellings","1",10444,16,"C0","90-04 189th Street",NA,11423,3,0,3,5000,3114,1920,"1","C0",1220000,2023-09-18
"13189","queens","Hollis","03 Three Family Dwellings","1",10827,1,"C0","93-25 197th Street",NA,11423,3,0,3,3328,3177,2005,"1","C0",850000,2023-09-28
"13190","queens","Hollis","03 Three Family Dwellings","1",10829,129,"C0","98-16 197th Street",NA,11423,3,0,3,2100,2994,2019,"1","C0",1075000,2023-03-23
"13191","queens","Hollis","03 Three Family Dwellings","1",10829,130,"C0","98-20 197th Street",NA,11423,3,0,3,2870,2628,2019,"1","C0",920000,2023-05-25
"13192","queens","Hollis","22 Store Buildings","4",9935,36,"K4","187-16 Hillside Avenue",NA,11432,0,3,3,2120,2200,1915,"4","K4",1370000,2024-01-10
"13193","queens","Hollis","37 Religious Facilities","4",10901,31,"M1","201-09 Hollis Avenue",NA,11412,0,2,2,3790,2080,1948,"4","M1",630000,2023-02-27
"13194","queens","Hollis Hills","01 One Family Dwellings","1",7781,1,"A1","80-50 208 Street",NA,11427,1,0,1,5355,2136,1950,"1","A1",1300000,2023-06-15
"13195","queens","Hollis Hills","01 One Family Dwellings","1",7781,28,"A2","8007 Hollis Hills Terrace",NA,11427,1,0,1,5700,2229,1945,"1","A2",1295000,2023-08-28
"13196","queens","Hollis Hills","01 One Family Dwellings","1",7782,61,"A1","80-34 209th Street",NA,11427,1,0,1,4000,2064,1950,"1","A1",487500,2023-10-20
"13197","queens","Hollis Hills","01 One Family Dwellings","1",7783,17,"A1","8057 209th Street",NA,11427,1,0,1,4000,1624,1940,"1","A1",1100000,2023-10-23
"13198","queens","Hollis Hills","01 One Family Dwellings","1",7783,50,"A2","80-04 210th Street",NA,11427,1,0,1,3977,2400,1955,"1","A2",1235000,2023-10-06
"13199","queens","Hollis Hills","01 One Family Dwellings","1",7785,73,"A1","80-42 212 Street",NA,11427,1,0,1,4000,1400,1955,"1","A1",1028000,2023-05-11
"13200","queens","Hollis Hills","01 One Family Dwellings","1",7786,32,"A0","8017 212 Street",NA,11427,1,0,1,4000,1418,1950,"1","A0",9e+05,2023-12-18
"13201","queens","Hollis Hills","01 One Family Dwellings","1",7787,26,"A2","80-27 213th Street",NA,11427,1,0,1,4000,1235,1945,"1","A2",9e+05,2023-10-31
"13202","queens","Hollis Hills","01 One Family Dwellings","1",7789,6,"A1","80-57 215 Street",NA,11427,1,0,1,6000,2464,1940,"1","A1",1200000,2023-08-11
"13203","queens","Hollis Hills","01 One Family Dwellings","1",7790,29,"A2","80-07 Bell Boulevard",NA,11427,1,0,1,4800,1740,1950,"1","A2",795000,2023-08-04
"13204","queens","Hollis Hills","01 One Family Dwellings","1",7797,10,"A1","80-08 222nd Street",NA,11427,1,0,1,5000,2478,1940,"1","A1",1248000,2023-10-18
"13205","queens","Hollis Hills","01 One Family Dwellings","1",7797,40,"A0","80-76 222nd Street",NA,11427,1,0,1,8136,1960,1945,"1","A0",970000,2024-01-19
"13206","queens","Hollis Hills","01 One Family Dwellings","1",7797,44,"A1","8082 222nd St",NA,11427,1,0,1,8075,2020,1940,"1","A1",1190000,2023-04-03
"13207","queens","Hollis Hills","01 One Family Dwellings","1",7803,27,"A2","82-17 211th Street",NA,11427,1,0,1,4000,1138,1945,"1","A2",880000,2023-06-26
"13208","queens","Hollis Hills","01 One Family Dwellings","1",7804,24,"A1","82-21 212th Street",NA,11427,1,0,1,4000,2592,1955,"1","A1",1130000,2023-04-20
"13209","queens","Hollis Hills","01 One Family Dwellings","1",7804,48,"A1","82-26 213th Street",NA,11427,1,0,1,4500,1632,1955,"1","A1",1188000,2023-05-25
"13210","queens","Hollis Hills","01 One Family Dwellings","1",7806,44,"A1","82-14 215th Street",NA,11427,1,0,1,4500,1870,1940,"1","A1",990000,2023-04-03
"13211","queens","Hollis Hills","01 One Family Dwellings","1",7808,21,"A1","82-27 Bell Boulevard",NA,11427,1,0,1,6000,3040,1950,"1","A1",1350000,2023-10-02
"13212","queens","Hollis Hills","01 One Family Dwellings","1",7812,22,"A1","219-16 Peck Ave",NA,11427,1,0,1,6500,2937,1950,"1","A1",1880000,2023-07-31
"13213","queens","Hollis Hills","01 One Family Dwellings","1",7812,46,"A2","219-66 Peck Avenue",NA,11427,1,0,1,7600,2250,1945,"1","A2",995000,2023-09-06
"13214","queens","Hollis Hills","01 One Family Dwellings","1",7812,76,"A2","218-35 82nd Avenue",NA,11427,1,0,1,6500,1280,1950,"1","A2",1360000,2023-05-18
"13215","queens","Hollis Hills","01 One Family Dwellings","1",7814,41,"A1","85-37 210th Street",NA,11427,1,0,1,7500,2084,1965,"1","A1",1700000,2023-05-31
"13216","queens","Hollis Hills","01 One Family Dwellings","1",7815,32,"A1","85-52 212th Street",NA,11427,1,0,1,5000,2316,1940,"1","A1",1100000,2023-05-23
"13217","queens","Hollis Hills","01 One Family Dwellings","1",7817,59,"A1","85-33 213th Street",NA,11427,1,0,1,5000,1218,1940,"1","A1",927500,2023-12-06
"13218","queens","Hollis Hills","01 One Family Dwellings","1",7818,1,"A3","214-04 85th Avenue",NA,11427,1,0,1,5000,2988,1955,"1","A3",935000,2023-02-08
"13219","queens","Hollis Hills","01 One Family Dwellings","1",7819,71,"A1","8507 215th Street",NA,11427,1,0,1,5000,2528,1955,"1","A1",9e+05,2023-03-16
"13220","queens","Hollis Hills","02 Two Family Dwellings","1",7815,47,"B1","85-51 211th Street",NA,11427,2,0,2,8000,2756,1950,"1","B1",1650000,2023-12-05
"13221","queens","Hollis Hills","06 Tax Class 1 - Other","1",7783,49,"G0","209-16 Union Turnpike",NA,11364,0,0,0,2152,120,2004,"1","G0",1235000,2023-10-06
"13222","queens","Holliswood","01 One Family Dwellings","1",7269,8,"A1","80-08 193rd Street",NA,11423,1,0,1,4000,1804,1940,"1","A1",1018000,2023-07-03
"13223","queens","Holliswood","01 One Family Dwellings","1",7269,30,"A1","80-52 193rd Street",NA,11423,1,0,1,4000,1756,1940,"1","A1",1130000,2023-10-27
"13224","queens","Holliswood","01 One Family Dwellings","1",7270,54,"A1","81-15 188th Street",NA,11423,1,0,1,5000,1716,1940,"1","A1",999000,2023-07-26
"13225","queens","Holliswood","01 One Family Dwellings","1",7277,81,"A1","188-81 Avon Road",NA,11423,1,0,1,6000,2296,1945,"1","A1",1370000,2023-11-08
"13226","queens","Holliswood","01 One Family Dwellings","1",7278,25,"A1","189-15 Radnor Road",NA,11423,1,0,1,6200,1768,1940,"1","A1",1380000,2023-12-06
"13227","queens","Holliswood","01 One Family Dwellings","1",10499,59,"S1","87-80 191st Street",NA,11423,1,1,2,4500,3051,1930,"1","S1",1094619,2023-06-02
"13228","queens","Holliswood","01 One Family Dwellings","1",10501,51,"A1","18817 Palo Alto Ave",NA,11423,1,0,1,11349,1960,1930,"1","A1",980000,2023-03-30
"13229","queens","Holliswood","01 One Family Dwellings","1",10501,60,"A1","87-37 188th Street",NA,11423,1,0,1,4708,3440,1965,"1","A1",1275000,2023-05-31
"13230","queens","Holliswood","01 One Family Dwellings","1",10503,84,"A2","85-81 188th Street",NA,11423,1,0,1,5100,1760,1940,"1","A2",895000,2023-02-27
"13231","queens","Holliswood","01 One Family Dwellings","1",10505,54,"A2","190-25 Nero Ave",NA,11423,1,0,1,5732,1200,1955,"1","A2",1200000,2023-10-25
"13232","queens","Holliswood","01 One Family Dwellings","1",10506,54,"A2","191-15 Mclaughlin Avenue",NA,11423,1,0,1,5481,1895,1945,"1","A2",1225000,2023-11-30
"13233","queens","Holliswood","01 One Family Dwellings","1",10509,153,"A3","193-08 Salerno Avenue",NA,11423,1,0,1,7103,3840,2019,"1","A3",2100000,2023-09-26
"13234","queens","Holliswood","01 One Family Dwellings","1",10514,13,"A1","8663 Clio Street",NA,11423,1,0,1,8783,2250,1930,"1","A1",1248888,2024-01-18
"13235","queens","Holliswood","01 One Family Dwellings","1",10517,23,"A2","86-88 Sancho Street",NA,11423,1,0,1,9911,1600,1950,"1","A2",550000,2023-04-05
"13236","queens","Holliswood","01 One Family Dwellings","1",10519,27,"A1","86-56 Marengo Street",NA,11423,1,0,1,6149,2487,1965,"1","A1",1795000,2024-01-02
"13237","queens","Holliswood","01 One Family Dwellings","1",10523,128,"A1","197-03 Mc Laughlin Avenue",NA,11423,1,0,1,8677,1316,1950,"1","A1",1079000,2023-09-29
"13238","queens","Holliswood","01 One Family Dwellings","1",10526,102,"A1","86-55 Marengo Street",NA,11423,1,0,1,19968,1998,1950,"1","A1",2750000,2024-01-17
"13239","queens","Holliswood","01 One Family Dwellings","1",10538,119,"A2","200-17 Keno Avenue",NA,11423,1,0,1,5150,2046,1955,"1","A2",915000,2023-04-07
"13240","queens","Holliswood","01 One Family Dwellings","1",10592,83,"A2","209-87 Whitehall Terrace",NA,11427,1,0,1,5130,1411,1945,"1","A2",910000,2023-06-22
"13241","queens","Holliswood","02 Two Family Dwellings","1",10523,37,"B3","188-61 85th Road",NA,11423,2,0,2,3942,2300,1920,"1","B3",790000,2023-09-22
"13242","queens","Holliswood","08 Rentals - Elevator Apartments","2",10499,75,"D7","190-05 Hillside Avenue",NA,11423,109,1,110,44458,106316,1960,"2","D7",5e+06,2023-06-01
"13243","queens","Howard Beach","01 One Family Dwellings","1",11469,31,"A2","89-11 156 Ave",NA,11414,1,0,1,4000,1175,1960,"1","A2",715000,2023-02-10
"13244","queens","Howard Beach","01 One Family Dwellings","1",11472,15,"A2","90-20 Shore Parkway",NA,11414,1,0,1,4000,1125,1960,"1","A2",629000,2023-08-30
"13245","queens","Howard Beach","01 One Family Dwellings","1",13954,6,"A2","89-14 156th Avenue",NA,11414,1,0,1,5000,1125,1965,"1","A2",835000,2023-02-01
"13246","queens","Howard Beach","01 One Family Dwellings","1",13954,22,"A2","156-30 90th Street",NA,11414,1,0,1,6000,1086,1945,"1","A2",6e+05,2023-04-21
"13247","queens","Howard Beach","01 One Family Dwellings","1",13954,22,"A2","156-30 90th Street",NA,11414,1,0,1,6000,1086,1945,"1","A2",829000,2023-08-02
"13248","queens","Howard Beach","01 One Family Dwellings","1",13955,19,"A2","156-30 91st Street",NA,11414,1,0,1,4000,1000,1965,"1","A2",395000,2023-04-03
"13249","queens","Howard Beach","01 One Family Dwellings","1",13956,50,"A2","156-35 91st Street",NA,11414,1,0,1,4000,1175,1950,"1","A2",705000,2023-03-06
"13250","queens","Howard Beach","01 One Family Dwellings","1",13960,100,"A2","157-39 80th Street",NA,11414,1,0,1,4627,1080,1950,"1","A2",6e+05,2023-07-17
"13251","queens","Howard Beach","01 One Family Dwellings","1",13962,80,"A2","157-30 83rd Street",NA,11414,1,0,1,4000,960,1960,"1","A2",720000,2023-08-02
"13252","queens","Howard Beach","01 One Family Dwellings","1",13968,110,"A1","157-19 88th Street",NA,11414,1,0,1,5000,2880,1950,"1","A1",930000,2024-01-18
"13253","queens","Howard Beach","01 One Family Dwellings","1",13971,97,"A1","157-47 91st Street",NA,11414,1,0,1,4000,2000,1950,"1","A1",850000,2023-08-29
"13254","queens","Howard Beach","01 One Family Dwellings","1",13971,100,"A2","157-41 91st Street",NA,11414,1,0,1,4000,1621,1945,"1","A2",1040000,2023-12-06
"13255","queens","Howard Beach","01 One Family Dwellings","1",13978,13,"A2","158-16 80th Street",NA,11414,1,0,1,4000,1968,1961,"1","A2",785000,2023-05-02
"13256","queens","Howard Beach","01 One Family Dwellings","1",13979,45,"A2","158-39 80th St",NA,11414,1,0,1,4360,1200,1965,"1","A2",697000,2023-06-30
"13257","queens","Howard Beach","01 One Family Dwellings","1",13980,12,"A2","158-14 82nd Street",NA,11414,1,0,1,4400,1092,1960,"1","A2",725000,2023-07-31
"13258","queens","Howard Beach","01 One Family Dwellings","1",13981,25,"A1","158-44 83rd Street",NA,11414,1,0,1,4000,1800,1950,"1","A1",930000,2023-09-26
"13259","queens","Howard Beach","01 One Family Dwellings","1",13988,25,"A1","158-40 90th Street",NA,11414,1,0,1,6000,2400,1950,"1","A1",1650000,2023-07-13
"13260","queens","Howard Beach","01 One Family Dwellings","1",13990,26,"A2","158-38 92nd Street",NA,11414,1,0,1,5000,1440,1930,"1","A2",2e+05,2024-01-25
"13261","queens","Howard Beach","01 One Family Dwellings","1",13990,27,"A2","158-42 92nd Street",NA,11414,1,0,1,5000,1235,1960,"1","A2",9e+05,2023-11-03
"13262","queens","Howard Beach","01 One Family Dwellings","1",14001,62,"A2","159-27 80th Street",NA,11414,1,0,1,3815,1680,1965,"1","A2",725000,2024-01-12
"13263","queens","Howard Beach","01 One Family Dwellings","1",14001,69,"A2","159-15 80th Street",NA,11414,1,0,1,3815,1680,1965,"1","A2",849000,2023-09-06
"13264","queens","Howard Beach","01 One Family Dwellings","1",14002,67,"A1","159-04 82nd Street",NA,11414,1,0,1,6000,2088,1985,"1","A1",940000,2023-12-15
"13265","queens","Howard Beach","01 One Family Dwellings","1",14002,123,"A1","159-47 81st Street",NA,11414,1,0,1,4360,2100,1965,"1","A1",975000,2023-06-14
"13266","queens","Howard Beach","01 One Family Dwellings","1",14005,78,"A2","159-28 85th Street",NA,11414,1,0,1,5000,1566,1950,"1","A2",8e+05,2023-03-29
"13267","queens","Howard Beach","01 One Family Dwellings","1",14007,88,"A1","159-50 87th Street",NA,11414,1,0,1,3600,2100,1960,"1","A1",899999,2023-06-22
"13268","queens","Howard Beach","01 One Family Dwellings","1",14008,109,"A1","159-31 87th Street",NA,11414,1,0,1,3800,2300,1960,"1","A1",1050000,2023-06-29
"13269","queens","Howard Beach","01 One Family Dwellings","1",14010,62,"A2","89-04 159th Avenue",NA,11414,1,0,1,5500,2321,1965,"1","A2",960000,2023-10-16
"13270","queens","Howard Beach","01 One Family Dwellings","1",14011,70,"A2","159-12 91st Street",NA,11414,1,0,1,4000,1650,1960,"1","A2",9e+05,2023-06-29
"13271","queens","Howard Beach","01 One Family Dwellings","1",14012,110,"A2","159-23 91st Street",NA,11414,1,0,1,4000,1830,1960,"1","A2",945000,2024-01-31
